id,username,created_at,lng,lat,text
1517367909428776960,SeanFendi,Fri Apr 22 05:01:15 +0000 2022,-115.135165,36.0609645,This event im playing at crazy. All these Latin celebrities. I passed out a few cards 🙏🏾🙏🏾
1517367910682963969,pixel,Fri Apr 22 05:01:15 +0000 2022,-121.9552285,37.280837000000005,@pmarca So did you?
1517367908866793473,MizShelbyK,Fri Apr 22 05:01:15 +0000 2022,-111.210484,32.448253,Valerie performed by #HeartAndSoul band of Tucson at Marana’s Concerts in the Courtyard tonight. See you next month… https://t.co/a40Kx7I67x
1517367911845097474,romaine_goddess,Fri Apr 22 05:01:16 +0000 2022,-77.0143985,38.898602999999994,Dayyummmmm this is so cool!!!!!
1517367913233059840,shellgonzo,Fri Apr 22 05:01:16 +0000 2022,-108.193367,36.757419999999996,I’m good with that! 👊🏽
1517367913170223104,Leahmo34,Fri Apr 22 05:01:16 +0000 2022,-88.5540415,30.3640485,#daysminispoilers week of April 25th #dool Spoilers Thurs April 28thShawn's decision infuriates  Belle. https://t.co/6irtKV3jL6
1517367914457878529,swaggaa13,Fri Apr 22 05:01:16 +0000 2022,-73.54055650000001,40.690278500000005,"Imma cha Ching on the warriors, thankful! 😴"
1517367915711844353,JamelDuPreeStew,Fri Apr 22 05:01:17 +0000 2022,-117.86511093,33.65320242,Just posted a photo @ Fletcher Jones Motorcars | Mercedes-Benz https://t.co/u9wH8g7wXD
1517367915791667200,Cxnwa,Fri Apr 22 05:01:17 +0000 2022,-90.4774805,30.068501,"@Requatic @DonniHue hey jason can you shut up, that was my whole scheme"
1517367915502182401,katewindheuser,Fri Apr 22 05:01:17 +0000 2022,-104.92209349999999,39.713563,Record listening with the cat.@CastlesInSpace you put out such lovely things! Thank you again. https://t.co/0sOuFAvAYp
1517367916089462785,U2443060,Fri Apr 22 05:01:17 +0000 2022,-98.5406515,29.417501,"@alaniraeee Lone Star Family &amp; Companies, Inc. USAOne-Stop Express Funding, International Private Money Lenders, L… https://t.co/ih56kolLIw"
1517367917595222023,BalderramaLuis,Fri Apr 22 05:01:17 +0000 2022,-106.68278749999999,32.161197,@oxley264 My dad like this movie
1517367920313180160,lovecrimesvol1,Fri Apr 22 05:01:18 +0000 2022,-95.44648649999999,29.838495,Don’t fake it with me
